,location,genotype,DM
3333,MO,CDBN_095,93.0
3334,MO,CDBN_166,98.0
3335,MO,CDBN_312,96.0
3336,MO,CDBN_314,98.0
3337,MO,CDBN_316,94.0
3338,MO,CDBN_226,102.0
3339,MO,CDBN_144,98.0
3340,MO,CDBN_170,89.0
3341,MO,CDBN_288,88.0
3342,MO,CDBN_097,87.0
3343,MO,CDBN_030,89.0
3344,MO,CDBN_031,89.0
3345,MO,CDBN_032,88.0
3346,MO,CDBN_033,89.0
3347,MO,CDBN_034,89.0
3348,MO,CDBN_192,83.0
3349,MO,CDBN_041,92.0
3350,MO,CDBN_043,91.0
3351,MO,CDBN_076,82.0
3352,MO,CDBN_077,94.0
3353,MO,CDBN_196,83.0
3354,MO,CDBN_207,85.0
3355,MO,CDBN_001,108.0
3356,MO,CDBN_005,112.0
3357,MO,CDBN_294,106.0
3358,MO,CDBN_050,106.0
3359,MO,CDBN_297,112.0
3360,MO,CDBN_182,90.0
3361,MO,CDBN_287,113.0
3362,MO,CDBN_279,99.0
3363,MO,CDBN_322,104.0
3364,MO,CDBN_289,102.0
3365,MO,CDBN_045,92.0
3366,MO,CDBN_047,90.0
3367,MO,CDBN_072,101.0
3368,MO,CDBN_073,104.0
3369,MO,CDBN_134,102.0
3370,MO,CDBN_311,108.0
3371,MO,CDBN_291,109.0
3372,MO,CDBN_003,79.0
3373,MO,CDBN_246,85.0
3374,MO,CDBN_286,85.0
3375,MO,CDBN_074,87.0
3376,MO,CDBN_080,78.0
3377,MO,CDBN_090,73.0
3378,MO,CDBN_081,76.0
3379,MO,CDBN_309,77.0
3380,MO,CDBN_313,71.0
3381,MO,CDBN_315,81.0
3382,MO,CDBN_136,87.0
3383,MO,CDBN_323,78.0
3384,MO,CDBN_188,84.0
3385,MO,CDBN_180,84.0
3386,MO,CDBN_240,80.0
3387,MO,CDBN_153,80.0
3388,MO,CDBN_308,81.0
3389,MO,CDBN_319,75.0
3390,MO,CDBN_025,73.0
3391,MO,CDBN_280,105.0
3392,MO,CDBN_049,113.0
3393,KS,CDBN_186,84.0
3394,KS,CDBN_006,77.0
3395,KS,CDBN_008,80.0
3396,KS,CDBN_007,91.0
3397,KS,CDBN_147,79.0
3398,KS,CDBN_155,80.0
3399,KS,CDBN_296,79.0
3400,KS,CDBN_171,82.0
3401,KS,CDBN_023,84.0
3402,KS,CDBN_170,84.0
3403,KS,CDBN_300,78.0
3404,KS,CDBN_288,86.0
3405,KS,CDBN_124,86.0
3406,KS,CDBN_146,89.0
3407,KS,CDBN_097,84.0
3408,KS,CDBN_041,90.0
3409,KS,CDBN_073,89.0
3410,KS,CDBN_075,87.0
3411,KS,CDBN_238,86.0
3412,KS,CDBN_324,83.0
3413,KS,CDBN_175,83.0
3414,KS,CDBN_306,78.0
3415,KS,CDBN_095,77.0
3416,KS,CDBN_312,78.0
3417,KS,CDBN_316,80.0
3418,KS,CDBN_273,86.0
3419,KS,CDBN_274,91.0
3420,KS,CDBN_099,119.0
3421,KS,CDBN_101,119.0
3422,KS,CDBN_102,129.0
3423,KS,CDBN_050,129.0
3424,KS,CDBN_298,119.0
3425,KS,CDBN_323,109.0
3426,KS,CDBN_110,119.0
3427,KS,CDBN_111,129.0
3428,KS,CDBN_282,129.0
3429,KS,CDBN_283,129.0
3430,KS,CDBN_284,129.0
3431,KS,CDBN_057,129.0
3432,KS,CDBN_112,129.0
3433,KS,CDBN_090,129.0
3434,KS,CDBN_153,129.0
3435,KS,CDBN_311,109.0
3436,KS,CDBN_221,119.0
3437,KS,CDBN_314,109.0
3438,KS,CDBN_049,129.0
3439,KS,CDBN_229,120.0
3440,KS,CDBN_294,110.0
3441,KS,CDBN_145,120.0
3442,KS,CDBN_103,96.0
3443,KS,CDBN_104,96.0
3444,KS,CDBN_106,120.0
3445,KS,CDBN_107,110.0
3446,KS,CDBN_177,110.0
3447,KS,CDBN_108,96.0
3448,KS,CDBN_109,110.0
3449,KS,CDBN_280,120.0
3450,KS,CDBN_156,120.0
3451,KS,CDBN_194,120.0
3452,KS,CDBN_130,110.0
3453,KS,CDBN_113,120.0
3454,KS,CDBN_132,96.0
3455,KS,CDBN_162,120.0
3456,KS,CDBN_292,120.0
3457,KS,CDBN_105,91.0
3458,KS,CDBN_169,97.0
3459,KS,CDBN_231,97.0
3460,KS,CDBN_276,97.0
3461,KS,CDBN_137,103.0
3462,KS,CDBN_150,97.0
3463,KS,CDBN_117,104.0
3464,KS,CDBN_118,104.0
3465,KS,CDBN_122,104.0
3466,KS,CDBN_258,104.0
3467,KS,CDBN_260,104.0
3468,KS,CDBN_264,104.0
3469,KS,CDBN_266,104.0
3470,KS,CDBN_152,104.0
3471,KS,CDBN_230,98.0
3472,KS,CDBN_202,104.0
3473,KS,CDBN_131,104.0
3474,KS,CDBN_209,104.0
3475,KS,CDBN_222,104.0
3476,KS,CDBN_148,104.0
3477,KS,CDBN_227,104.0
3478,KS,CDBN_151,114.0
3479,TX,CDBN_003,83.0
3480,TX,CDBN_186,85.0
3481,TX,CDBN_005,86.0
3482,TX,CDBN_004,82.0
3483,TX,CDBN_321,90.0
3484,TX,CDBN_023,86.0
3485,TX,CDBN_170,87.0
3486,TX,CDBN_300,82.0
3487,TX,CDBN_279,78.0
3488,TX,CDBN_022,81.0
3489,TX,CDBN_301,86.0
3490,TX,CDBN_257,96.0
3491,TX,CDBN_124,98.0
3492,TX,CDBN_146,99.0
3493,TX,CDBN_322,85.0
3494,TX,CDBN_041,83.0
3495,TX,CDBN_047,82.0
3496,TX,CDBN_073,94.0
3497,TX,CDBN_238,87.0
3498,TX,CDBN_324,87.0
3499,TX,CDBN_306,84.0
3500,TX,CDBN_311,79.0
3501,TX,CDBN_312,86.0
3502,TX,CDBN_314,76.0
3503,TX,CDBN_273,90.0
3504,TX,CDBN_274,102.0
3505,TX,CDBN_136,91.0
3506,TX,CDBN_050,95.0
3507,TX,CDBN_246,90.0
3508,TX,CDBN_171,87.0
3509,TX,CDBN_286,97.0
3510,TX,CDBN_287,89.0
3511,TX,CDBN_097,91.0
3512,TX,CDBN_289,95.0
3513,TX,CDBN_323,88.0
3514,TX,CDBN_188,93.0
3515,TX,CDBN_180,94.0
3516,TX,CDBN_285,96.0
3517,TX,CDBN_240,90.0
3518,TX,CDBN_090,93.0
3519,TX,CDBN_153,95.0
3520,TX,CDBN_134,94.0
3521,TX,CDBN_308,96.0
3522,TX,CDBN_309,91.0
3523,TX,CDBN_313,83.0
3524,TX,CDBN_315,88.0
3525,TX,CDBN_319,88.0
